Speaker_ID	Filename	Label	Similarity	Prosody	Transcription	Length	Age	Gender	Accent	Room_Size	Microphone_Distance	Recording_Device	Start_Time	End_Time
zPDh2b3ZsCekQdp9	aura_wuw_zPDh2b3ZsCekQdp9_0004.wav	NonWuW	like Aura	Unknown	"""Hola Laura."""	3.1178	40s	Male	España: Sur peninsular (Andalucia, Extremadura, Murcia)	Medium (10 - 20 m2)	Close	Desktop	1.5660	2.2478
zPDh2b3ZsCekQdp9	aura_wuw_zPDh2b3ZsCekQdp9_0005.wav	NonWuW	like OK	Unknown	"""Van a dar el hockey en la tele."""	4.2384	40s	Male	España: Sur peninsular (Andalucia, Extremadura, Murcia)	Medium (10 - 20 m2)	Close	Desktop	2.3980	3.8442
zPDh2b3ZsCekQdp9	aura_wuw_zPDh2b3ZsCekQdp9_0006.wav	NonWuW	like OK Aura	Unknown	"""Porque Aura es una gran persona."""	4.9381	40s	Male	España: Sur peninsular (Andalucia, Extremadura, Murcia)	Medium (10 - 20 m2)	Close	Desktop	2.1229	4.0737
zPDh2b3ZsCekQdp9	aura_wuw_zPDh2b3ZsCekQdp9_0007.wav	NonWuW	Exact with context	Unknown	"""OK Aura, enciende las luces."""	2.4944	40s	Male	España: Sur peninsular (Andalucia, Extremadura, Murcia)	Medium (10 - 20 m2)	2 meters	Desktop	Unknown	Unknown
zPDh2b3ZsCekQdp9	aura_wuw_zPDh2b3ZsCekQdp9_0008.wav	NonWuW	Aura	Unknown	"""¿Qué es el aura?"""	3.2325	40s	Male	España: Sur peninsular (Andalucia, Extremadura, Murcia)	Medium (10 - 20 m2)	2 meters	Desktop	2.0166	2.8722
zPDh2b3ZsCekQdp9	aura_wuw_zPDh2b3ZsCekQdp9_0009.wav	NonWuW	OK	Unknown	"""OK, llámale."""	3.5194	40s	Male	España: Sur peninsular (Andalucia, Extremadura, Murcia)	Medium (10 - 20 m2)	2 meters	Desktop	1.9221	2.7895
zPDh2b3ZsCekQdp9	aura_wuw_zPDh2b3ZsCekQdp9_0010.wav	NonWuW	like Aura	Unknown	"""¿Qué tal, Laura?"""	2.9674	40s	Male	España: Sur peninsular (Andalucia, Extremadura, Murcia)	Medium (10 - 20 m2)	2 meters	Desktop	1.6926	2.5836
zPDh2b3ZsCekQdp9	aura_wuw_zPDh2b3ZsCekQdp9_0011.wav	NonWuW	like OK	Unknown	"""Prefiero el hockey al baloncesto."""	3.8224	40s	Male	España: Sur peninsular (Andalucia, Extremadura, Murcia)	Medium (10 - 20 m2)	2 meters	Desktop	1.7837	3.5421
zPDh2b3ZsCekQdp9	aura_wuw_zPDh2b3ZsCekQdp9_0012.wav	NonWuW	like OK Aura	Unknown	"""¿En qué aula es?"""	3.6519	40s	Male	España: Sur peninsular (Andalucia, Extremadura, Murcia)	Medium (10 - 20 m2)	2 meters	Desktop	1.7618	2.9650
zPDh2b3ZsCekQdp9	aura_wuw_zPDh2b3ZsCekQdp9_0013.wav	WuW	Exact	Neutral	"""OK Aura."""	5.3639	40s	Male	España: Sur peninsular (Andalucia, Extremadura, Murcia)	Medium (10 - 20 m2)	Close	Desktop	2.0233	3.2248
zPDh2b3ZsCekQdp9	aura_wuw_zPDh2b3ZsCekQdp9_0014.wav	WuW	Exact	Friendly	"""OK Aura."""	3.4752	40s	Male	España: Sur peninsular (Andalucia, Extremadura, Murcia)	Medium (10 - 20 m2)	Close	Desktop	1.8613	2.7996
zPDh2b3ZsCekQdp9	aura_wuw_zPDh2b3ZsCekQdp9_0015.wav	WuW	Exact	Annoyed	"""OK Aura."""	4.0849	40s	Male	España: Sur peninsular (Andalucia, Extremadura, Murcia)	Medium (10 - 20 m2)	Close	Desktop	2.0250	3.2097
4sPr3Kj4vycsCwaM	aura_wuw_4sPr3Kj4vycsCwaM_0000.wav	WuW	Exact	Unknown	"""OK Aura."""	2.4240	40s	Female	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Medium (10 - 20 m2)	Close	Desktop	1.2150	2.0284
4sPr3Kj4vycsCwaM	aura_wuw_4sPr3Kj4vycsCwaM_0001.wav	NonWuW	Exact with context	Unknown	"""Perfecto, voy a mirar qué dan hoy. OK Aura."""	5.3280	40s	Female	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Medium (10 - 20 m2)	Close	Desktop	Unknown	Unknown
4sPr3Kj4vycsCwaM	aura_wuw_4sPr3Kj4vycsCwaM_0002.wav	NonWuW	Aura	Unknown	"""Con ese aura que tiene conseguirá lo que se proponga."""	4.4640	40s	Female	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Medium (10 - 20 m2)	Close	Desktop	0.9433	3.8779
4sPr3Kj4vycsCwaM	aura_wuw_4sPr3Kj4vycsCwaM_0003.wav	NonWuW	OK	Unknown	"""OK, llámale."""	2.9280	40s	Female	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Medium (10 - 20 m2)	Close	Desktop	0.7408	1.9272
4sPr3Kj4vycsCwaM	aura_wuw_4sPr3Kj4vycsCwaM_0004.wav	NonWuW	like Aura	Unknown	"""Quiero ver una peli de dinosaurios."""	3.9600	40s	Female	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Medium (10 - 20 m2)	Close	Desktop	1.0598	3.0679
4sPr3Kj4vycsCwaM	aura_wuw_4sPr3Kj4vycsCwaM_0005.wav	NonWuW	like OK	Unknown	"""Van a dar el hockey en la tele."""	3.6960	40s	Female	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Medium (10 - 20 m2)	Close	Desktop	0.7425	2.5988
4sPr3Kj4vycsCwaM	aura_wuw_4sPr3Kj4vycsCwaM_0006.wav	NonWuW	like OK Aura	Unknown	"""Porque Aura es una gran persona."""	3.4560	40s	Female	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Medium (10 - 20 m2)	Close	Desktop	0.5417	2.7000
4sPr3Kj4vycsCwaM	aura_wuw_4sPr3Kj4vycsCwaM_0007.wav	WuW	Exact	Unknown	"""OK Aura."""	2.5920	40s	Female	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Medium (10 - 20 m2)	2 meters	Desktop	0.7763	1.6335
4sPr3Kj4vycsCwaM	aura_wuw_4sPr3Kj4vycsCwaM_0008.wav	NonWuW	Exact with context	Unknown	"""OK Aura, quiero una película estilo Star Wars."""	5.7600	40s	Female	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Medium (10 - 20 m2)	2 meters	Desktop	Unknown	Unknown
4sPr3Kj4vycsCwaM	aura_wuw_4sPr3Kj4vycsCwaM_0009.wav	NonWuW	Aura	Unknown	"""Hay algo en el aura que te rodea."""	4.7280	40s	Female	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Medium (10 - 20 m2)	2 meters	Desktop	1.0800	2.7827
4sPr3Kj4vycsCwaM	aura_wuw_4sPr3Kj4vycsCwaM_0010.wav	NonWuW	OK	Unknown	"""Ella está OK."""	3.3600	40s	Female	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Medium (10 - 20 m2)	2 meters	Desktop	0.9957	2.1043
4sPr3Kj4vycsCwaM	aura_wuw_4sPr3Kj4vycsCwaM_0011.wav	NonWuW	like Aura	Unknown	"""Creo que está en el aula del fondo."""	4.4640	40s	Female	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Medium (10 - 20 m2)	2 meters	Desktop	1.1830	3.1793
4sPr3Kj4vycsCwaM	aura_wuw_4sPr3Kj4vycsCwaM_0012.wav	NonWuW	like OK	Unknown	"""Le conocí en aquella rave."""	4.2960	40s	Female	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Medium (10 - 20 m2)	2 meters	Desktop	1.2336	2.8705
4sPr3Kj4vycsCwaM	aura_wuw_4sPr3Kj4vycsCwaM_0013.wav	NonWuW	like OK Aura	Unknown	"""OK, ahora dime cuáles son tus apellidos."""	3.9600	40s	Female	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Medium (10 - 20 m2)	2 meters	Desktop	0.4152	2.9110
4sPr3Kj4vycsCwaM	aura_wuw_4sPr3Kj4vycsCwaM_0014.wav	WuW	Exact	Neutral	"""OK Aura."""	3.4560	40s	Female	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Medium (10 - 20 m2)	Close	Desktop	1.1087	2.0773
4sPr3Kj4vycsCwaM	aura_wuw_4sPr3Kj4vycsCwaM_0015.wav	WuW	Exact	Friendly	"""OK Aura."""	3.1920	40s	Female	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Medium (10 - 20 m2)	Close	Desktop	1.0176	1.7635
4sPr3Kj4vycsCwaM	aura_wuw_4sPr3Kj4vycsCwaM_0016.wav	WuW	Exact	Annoyed	"""OK Aura."""	3.0960	40s	Female	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Medium (10 - 20 m2)	Close	Desktop	0.8742	1.9305
NQdL9262V0mpD89b	aura_wuw_NQdL9262V0mpD89b_0000.wav	WuW	Exact	Unknown	"""OK Aura."""	4.2480	50s	Male	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Small (0 - 10 m2)	Close	Desktop	1.1104	2.1111
NQdL9262V0mpD89b	aura_wuw_NQdL9262V0mpD89b_0001.wav	NonWuW	Exact with context	Unknown	"""Perfecto, voy a mirar qué dan hoy. OK Aura."""	5.9760	50s	Male	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Small (0 - 10 m2)	Close	Desktop	Unknown	Unknown
NQdL9262V0mpD89b	aura_wuw_NQdL9262V0mpD89b_0002.wav	NonWuW	Aura	Unknown	"""¡Qué aura más negativa!"""	3.7920	50s	Male	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Small (0 - 10 m2)	Close	Desktop	1.6504	3.0527
NQdL9262V0mpD89b	aura_wuw_NQdL9262V0mpD89b_0003.wav	NonWuW	OK	Unknown	"""OK, a ver qué ponen en la tele."""	4.0800	50s	Male	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Small (0 - 10 m2)	Close	Desktop	1.0800	2.9937
NQdL9262V0mpD89b	aura_wuw_NQdL9262V0mpD89b_0004.wav	NonWuW	like Aura	Unknown	"""Ara mismo se ha ido y no lo tengo."""	4.0080	50s	Male	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Small (0 - 10 m2)	Close	Desktop	1.1391	2.9937
NQdL9262V0mpD89b	aura_wuw_NQdL9262V0mpD89b_0005.wav	NonWuW	like OK	Unknown	"""Es el disc jockey del momento."""	4.1280	50s	Male	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Small (0 - 10 m2)	Close	Desktop	0.0000	4.1280
NQdL9262V0mpD89b	aura_wuw_NQdL9262V0mpD89b_0006.wav	NonWuW	like OK Aura	Unknown	"""OK, ahora pásame el mando."""	3.8640	50s	Male	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Small (0 - 10 m2)	Close	Desktop	1.2117	2.9093
NQdL9262V0mpD89b	aura_wuw_NQdL9262V0mpD89b_0007.wav	WuW	Exact	Unknown	"""OK Aura."""	3.1920	50s	Male	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Small (0 - 10 m2)	2 meters	Desktop	0.0000	3.1920
NQdL9262V0mpD89b	aura_wuw_NQdL9262V0mpD89b_0008.wav	NonWuW	Exact with context	Unknown	"""OK Aura, enciende las luces."""	4.3920	50s	Male	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Small (0 - 10 m2)	2 meters	Desktop	Unknown	Unknown
NQdL9262V0mpD89b	aura_wuw_NQdL9262V0mpD89b_0009.wav	NonWuW	Aura	Unknown	"""Pregúntale a Aura, ella sabrá."""	3.0960	50s	Male	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Small (0 - 10 m2)	2 meters	Desktop	0.7577	2.4942
NQdL9262V0mpD89b	aura_wuw_NQdL9262V0mpD89b_0010.wav	NonWuW	OK	Unknown	"""OK."""	2.1600	50s	Male	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Small (0 - 10 m2)	2 meters	Desktop	0.8843	1.2555
NQdL9262V0mpD89b	aura_wuw_NQdL9262V0mpD89b_0011.wav	NonWuW	like Aura	Unknown	"""Ara mismo se ha ido y no lo tengo."""	2.9760	50s	Male	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Small (0 - 10 m2)	2 meters	Desktop	0.6193	1.3973
NQdL9262V0mpD89b	aura_wuw_NQdL9262V0mpD89b_0012.wav	NonWuW	like OK	Unknown	"""Voy a ver el hockey."""	2.9280	50s	Male	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Small (0 - 10 m2)	2 meters	Desktop	1.4310	1.8343
NQdL9262V0mpD89b	aura_wuw_NQdL9262V0mpD89b_0013.wav	NonWuW	like OK Aura	Unknown	"""Porque Aura es una gran persona."""	3.2400	50s	Male	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Small (0 - 10 m2)	2 meters	Desktop	1.6048	2.4925
NQdL9262V0mpD89b	aura_wuw_NQdL9262V0mpD89b_0014.wav	WuW	Exact	Neutral	"""OK Aura."""	2.6880	50s	Male	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Small (0 - 10 m2)	Close	Desktop	0.7948	1.7112
NQdL9262V0mpD89b	aura_wuw_NQdL9262V0mpD89b_0015.wav	WuW	Exact	Friendly	"""OK Aura."""	2.7120	50s	Male	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Small (0 - 10 m2)	Close	Desktop	0.9163	1.7736
NQdL9262V0mpD89b	aura_wuw_NQdL9262V0mpD89b_0016.wav	WuW	Exact	Annoyed	"""OK Aura."""	2.5920	50s	Male	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Small (0 - 10 m2)	Close	Desktop	0.7071	1.9069
Fqto1CMB0Sr1j8QS	aura_wuw_Fqto1CMB0Sr1j8QS_0000.wav	WuW	Exact	Unknown	"""OK Aura."""	7.0000	50s	Female	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Small (0 - 10 m2)	Close	iPad	0.9687	2.0115
Fqto1CMB0Sr1j8QS	aura_wuw_Fqto1CMB0Sr1j8QS_0001.wav	NonWuW	Exact with context	Unknown	"""A ver cuándo la echan. OK Aura."""	6.8963	50s	Female	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Small (0 - 10 m2)	Close	iPad	Unknown	Unknown
Fqto1CMB0Sr1j8QS	aura_wuw_Fqto1CMB0Sr1j8QS_0002.wav	NonWuW	Aura	Unknown	"""A ver qué dice Aura."""	4.5976	50s	Female	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Small (0 - 10 m2)	Close	iPad	1.5812	3.2873
Fqto1CMB0Sr1j8QS	aura_wuw_Fqto1CMB0Sr1j8QS_0003.wav	NonWuW	OK	Unknown	"""OK, ¿qué te parece?"""	4.4147	50s	Female	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Small (0 - 10 m2)	Close	iPad	0.9771	2.7034
Fqto1CMB0Sr1j8QS	aura_wuw_Fqto1CMB0Sr1j8QS_0004.wav	NonWuW	like Aura	Unknown	"""El otro día vi a Aurora."""	4.5976	50s	Female	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Small (0 - 10 m2)	Close	iPad	0.7459	3.0882
Fqto1CMB0Sr1j8QS	aura_wuw_Fqto1CMB0Sr1j8QS_0005.wav	NonWuW	like OK	Unknown	"""Es el disc jockey del momento."""	4.6759	50s	Female	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Small (0 - 10 m2)	Close	iPad	0.8387	3.0055
Fqto1CMB0Sr1j8QS	aura_wuw_Fqto1CMB0Sr1j8QS_0006.wav	NonWuW	like OK Aura	Unknown	"""OK, ahora pásame el mando."""	4.0229	50s	Female	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Small (0 - 10 m2)	Close	iPad	0.8607	3.0628
Fqto1CMB0Sr1j8QS	aura_wuw_Fqto1CMB0Sr1j8QS_0007.wav	WuW	Exact	Unknown	"""OK Aura."""	4.4669	50s	Female	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Small (0 - 10 m2)	2 meters	iPad	1.7112	2.7810
Fqto1CMB0Sr1j8QS	aura_wuw_Fqto1CMB0Sr1j8QS_0008.wav	NonWuW	Exact with context	Unknown	"""OK Aura, enciende las luces."""	6.0343	50s	Female	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Small (0 - 10 m2)	2 meters	iPad	Unknown	Unknown
Fqto1CMB0Sr1j8QS	aura_wuw_Fqto1CMB0Sr1j8QS_0009.wav	NonWuW	Aura	Unknown	"""¿Qué es el aura?"""	4.4931	50s	Female	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Small (0 - 10 m2)	2 meters	iPad	0.8691	2.4925
Fqto1CMB0Sr1j8QS	aura_wuw_Fqto1CMB0Sr1j8QS_0010.wav	NonWuW	OK	Unknown	"""OK, ya te lo miro."""	5.0155	50s	Female	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Small (0 - 10 m2)	2 meters	iPad	1.2825	2.8080
Fqto1CMB0Sr1j8QS	aura_wuw_Fqto1CMB0Sr1j8QS_0011.wav	NonWuW	like Aura	Unknown	"""Desprenden unas auras que no me gustan nada."""	6.8179	50s	Female	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Small (0 - 10 m2)	2 meters	iPad	1.5036	4.1884
Fqto1CMB0Sr1j8QS	aura_wuw_Fqto1CMB0Sr1j8QS_0012.wav	NonWuW	like OK	Unknown	"""Aquella de ahí."""	5.5902	50s	Female	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Small (0 - 10 m2)	2 meters	iPad	0.0102	2.9481
Fqto1CMB0Sr1j8QS	aura_wuw_Fqto1CMB0Sr1j8QS_0013.wav	NonWuW	like OK Aura	Unknown	"""Claro, porque ahora no te puedes fiar de nadie."""	7.0000	50s	Female	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Small (0 - 10 m2)	2 meters	iPad	1.5829	4.6862
Fqto1CMB0Sr1j8QS	aura_wuw_Fqto1CMB0Sr1j8QS_0014.wav	WuW	Exact	Neutral	"""OK Aura."""	4.9371	50s	Female	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Small (0 - 10 m2)	Close	iPad	1.0480	2.1010
Fqto1CMB0Sr1j8QS	aura_wuw_Fqto1CMB0Sr1j8QS_0015.wav	WuW	Exact	Friendly	"""OK Aura."""	4.2000	50s	Female	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Small (0 - 10 m2)	Close	iPad	1.3399	2.0352
Fqto1CMB0Sr1j8QS	aura_wuw_Fqto1CMB0Sr1j8QS_0016.wav	WuW	Exact	Annoyed	"""OK Aura."""	5.2320	50s	Female	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Small (0 - 10 m2)	Close	iPad	1.2336	2.1415
lcJBQ39GLS3QcM7d	aura_wuw_lcJBQ39GLS3QcM7d_0000.wav	WuW	Exact	Unknown	"""OK Aura."""	7.0000	40s	Female	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Medium (10 - 20 m2)	Close	Desktop	1.5863	2.4604
lcJBQ39GLS3QcM7d	aura_wuw_lcJBQ39GLS3QcM7d_0001.wav	NonWuW	Exact with context	Unknown	"""OK Aura, llama a mamá."""	7.0000	40s	Female	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Medium (10 - 20 m2)	Close	Desktop	Unknown	Unknown
lcJBQ39GLS3QcM7d	aura_wuw_lcJBQ39GLS3QcM7d_0002.wav	NonWuW	Aura	Unknown	"""Con ese aura que tiene conseguirá lo que se proponga."""	6.3600	40s	Female	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Medium (10 - 20 m2)	Close	Desktop	1.2336	4.9343
lcJBQ39GLS3QcM7d	aura_wuw_lcJBQ39GLS3QcM7d_0003.wav	NonWuW	OK	Unknown	"""OK, ¿qué te parece?"""	7.0000	40s	Female	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Medium (10 - 20 m2)	Close	Desktop	1.2117	2.6848
lcJBQ39GLS3QcM7d	aura_wuw_lcJBQ39GLS3QcM7d_0004.wav	NonWuW	like Aura	Unknown	"""Quiero ver una peli de dinosaurios."""	3.8640	40s	Female	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Medium (10 - 20 m2)	Close	Desktop	1.6200	2.8570
lcJBQ39GLS3QcM7d	aura_wuw_lcJBQ39GLS3QcM7d_0005.wav	NonWuW	like OK	Unknown	"""Es el disc jockey del momento."""	7.0000	40s	Female	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Medium (10 - 20 m2)	Close	Desktop	0.7324	1.8310
lcJBQ39GLS3QcM7d	aura_wuw_lcJBQ39GLS3QcM7d_0006.wav	NonWuW	like OK Aura	Unknown	"""OK, ahora dime cuáles son tus apellidos."""	4.6320	40s	Female	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Medium (10 - 20 m2)	Close	Desktop	1.0446	2.6427
lcJBQ39GLS3QcM7d	aura_wuw_lcJBQ39GLS3QcM7d_0007.wav	WuW	Exact	Unknown	"""OK Aura."""	3.6960	40s	Female	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Medium (10 - 20 m2)	2 meters	Desktop	0.8792	1.6015
lcJBQ39GLS3QcM7d	aura_wuw_lcJBQ39GLS3QcM7d_0008.wav	NonWuW	Exact with context	Unknown	"""A ver cuándo la echan. OK Aura."""	3.0960	40s	Female	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Medium (10 - 20 m2)	2 meters	Desktop	Unknown	Unknown
lcJBQ39GLS3QcM7d	aura_wuw_lcJBQ39GLS3QcM7d_0009.wav	NonWuW	Aura	Unknown	"""A ver qué dice Aura."""	2.1600	40s	Female	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Medium (10 - 20 m2)	2 meters	Desktop	0.8218	1.6977
lcJBQ39GLS3QcM7d	aura_wuw_lcJBQ39GLS3QcM7d_0010.wav	NonWuW	OK	Unknown	"""Ella está OK."""	2.3280	40s	Female	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Medium (10 - 20 m2)	2 meters	Desktop	0.7662	1.5694
lcJBQ39GLS3QcM7d	aura_wuw_lcJBQ39GLS3QcM7d_0011.wav	NonWuW	like Aura	Unknown	"""Ha llegado la hora."""	2.5920	40s	Female	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Medium (10 - 20 m2)	2 meters	Desktop	0.8539	1.7517
lcJBQ39GLS3QcM7d	aura_wuw_lcJBQ39GLS3QcM7d_0012.wav	NonWuW	like OK	Unknown	"""Le conocí en aquella rave."""	2.5920	40s	Female	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Medium (10 - 20 m2)	2 meters	Desktop	1.0750	1.8411
lcJBQ39GLS3QcM7d	aura_wuw_lcJBQ39GLS3QcM7d_0013.wav	NonWuW	like OK Aura	Unknown	"""Porque ahora todo el mundo se tatúa."""	3.7920	40s	Female	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Medium (10 - 20 m2)	2 meters	Desktop	0.8623	2.7490
lcJBQ39GLS3QcM7d	aura_wuw_lcJBQ39GLS3QcM7d_0014.wav	WuW	Exact	Neutral	"""OK Aura."""	2.3280	40s	Female	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Medium (10 - 20 m2)	Close	Desktop	0.9298	1.7179
lcJBQ39GLS3QcM7d	aura_wuw_lcJBQ39GLS3QcM7d_0015.wav	WuW	Exact	Friendly	"""OK Aura."""	7.0000	40s	Female	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Medium (10 - 20 m2)	Close	Desktop	3.8779	4.5715
lcJBQ39GLS3QcM7d	aura_wuw_lcJBQ39GLS3QcM7d_0016.wav	WuW	Exact	Annoyed	"""OK Aura."""	3.3600	40s	Female	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Medium (10 - 20 m2)	Close	Desktop	1.3568	2.4739
2MkVWL5XwGvjnZ7r	aura_wuw_2MkVWL5XwGvjnZ7r_0000.wav	WuW	Exact	Unknown	"""OK Aura."""	7.0000	40s	Female	España: Norte peninsular (Asturias, Castilla y León, Cantabria, País Vasco, Navarra, Aragón, La Rioja, Guadalajara, Cuenca)	Small (0 - 10 m2)	Close	Desktop	3.6214	4.2103
2MkVWL5XwGvjnZ7r	aura_wuw_2MkVWL5XwGvjnZ7r_0001.wav	NonWuW	Exact with context	Unknown	"""A ver cuándo la echan. OK Aura."""	5.2080	40s	Female	España: Norte peninsular (Asturias, Castilla y León, Cantabria, País Vasco, Navarra, Aragón, La Rioja, Guadalajara, Cuenca)	Small (0 - 10 m2)	Close	Desktop	Unknown	Unknown
2MkVWL5XwGvjnZ7r	aura_wuw_2MkVWL5XwGvjnZ7r_0002.wav	NonWuW	Aura	Unknown	"""Con ese aura que tiene conseguirá lo que se proponga."""	4.6080	40s	Female	España: Norte peninsular (Asturias, Castilla y León, Cantabria, País Vasco, Navarra, Aragón, La Rioja, Guadalajara, Cuenca)	Small (0 - 10 m2)	Close	Desktop	0.8792	3.4054
2MkVWL5XwGvjnZ7r	aura_wuw_2MkVWL5XwGvjnZ7r_0003.wav	NonWuW	OK	Unknown	"""OK, llámale."""	3.4080	40s	Female	España: Norte peninsular (Asturias, Castilla y León, Cantabria, País Vasco, Navarra, Aragón, La Rioja, Guadalajara, Cuenca)	Small (0 - 10 m2)	Close	Desktop	1.1745	2.5178
2MkVWL5XwGvjnZ7r	aura_wuw_2MkVWL5XwGvjnZ7r_0004.wav	NonWuW	like Aura	Unknown	"""¿Qué tal, Laura?"""	3.1440	40s	Female	España: Norte peninsular (Asturias, Castilla y León, Cantabria, País Vasco, Navarra, Aragón, La Rioja, Guadalajara, Cuenca)	Small (0 - 10 m2)	Close	Desktop	1.2252	1.8900
2MkVWL5XwGvjnZ7r	aura_wuw_2MkVWL5XwGvjnZ7r_0005.wav	NonWuW	like OK	Unknown	"""Van a dar el hockey en la tele."""	4.5120	40s	Female	España: Norte peninsular (Asturias, Castilla y León, Cantabria, País Vasco, Navarra, Aragón, La Rioja, Guadalajara, Cuenca)	Small (0 - 10 m2)	Close	Desktop	1.2032	2.6832
2MkVWL5XwGvjnZ7r	aura_wuw_2MkVWL5XwGvjnZ7r_0006.wav	NonWuW	like OK Aura	Unknown	"""Porque ahora todo el mundo se tatúa."""	3.9600	40s	Female	España: Norte peninsular (Asturias, Castilla y León, Cantabria, País Vasco, Navarra, Aragón, La Rioja, Guadalajara, Cuenca)	Small (0 - 10 m2)	Close	Desktop	1.3737	2.9278
2MkVWL5XwGvjnZ7r	aura_wuw_2MkVWL5XwGvjnZ7r_0007.wav	WuW	Exact	Unknown	"""OK Aura."""	3.0720	40s	Female	España: Norte peninsular (Asturias, Castilla y León, Cantabria, País Vasco, Navarra, Aragón, La Rioja, Guadalajara, Cuenca)	Small (0 - 10 m2)	2 meters	Desktop	0.8860	1.6251
